ID,AdmArea,Month,Year,TotalAmount,Suppliers,global_id
373,Троицкий административный округ,Ноябрь,2018,1,"Supplier:Мосводоканал
Amount:8556915.49

Supplier:управляющие компании
Amount:1.460560115E7

Supplier:прочие
Amount:8.608087746E7

",919120821
374,Центральный административный округ,Октябрь,2018,1.23665741857E9,"Supplier:ОАО «МОЭК»
Amount:4.2084159539E8

Supplier:Газпром межрегионгаз Москва
Amount:2.220803279E7

Supplier:Мосводоканал
Amount:1.2334673125E8

Supplier:Ростелеком
Amount:3.365994754E7

Supplier:РСВО
Amount:9864032

Supplier:прочие
Amount:2.181116716E8

Supplier:управляющие компании
Amount:4

",919120896
375,Северный административный округ,Октябрь,2018,1.62449333331E9,"Supplier:ОАО «МОЭК»
Amount:6

Supplier:Газпром межрегионгаз Москва
Amount:2.922661799E7

Supplier:Мосводоканал
Amount:1.7770272771E8

Supplier:Ростелеком
Amount:5.896998308E7

Supplier:РСВО
Amount:1.531675954E7

Supplier:прочие
Amount:3

Supplier:управляющие компании
Amount:4.3411199648E8

",919120898
376,Северо-Восточный административный округ,Октябрь,2018,1.87769904102E9,"Supplier:ОАО «МОЭК»
Amount:6.9962908589E8

Supplier:Газпром межрегионгаз Москва
Amount:2

Supplier:Мосводоканал
Amount:2

Supplier:Ростелеком
Amount:6.466596568E7

Supplier:РСВО
Amount:1.697791221E7

Supplier:прочие
Amount:3.3063918411E8

Supplier:управляющие компании
Amount:5.4147872918E8

",919120917
377,Восточный административный округ,Октябрь,2018,2,"Supplier:ОАО «МОЭК»
Amount:7.3168101309E8

Supplier:Мосэнергосбыт
Amount:2.395810627E7

Supplier:Газпром межрегионгаз Москва
Amount:4.183141589E7

Supplier:Мосводоканал
Amount:2.183739716E7

Supplier:Ростелеком
Amount:8

Supplier:РСВО
Amount:1.663193444E7

Supplier:прочие
Amount:3.3190536833E8

Supplier:управляющие компании
Amount:6.2394894485E8

",919120918
378,Юго-Восточный административный округ,Октябрь,2018,1.95068880554E9,"Supplier:ОАО «МОЭК»
Amount:6.201279147E8

Supplier:Мосэнергосбыт
Amount:3.313134268E7

Supplier:Газпром межрегионгаз Москва
Amount:2.631933541E7

Supplier:Мосводоканал
Amount:1.7697010863E8

Supplier:Ростелеком
Amount:3717080

Supplier:РСВО
Amount:1.49173075E7

Supplier:прочие
Amount:4

Supplier:управляющие компании
Amount:6.7440416738E8

",919120920
379,Южный административный округ,Октябрь,2018,2.1744061015E9,"Supplier:ОАО «МОЭК»
Amount:824029994

Supplier:Газпром межрегионгаз Москва
Amount:2.996275772E7

Supplier:Мосводоканал
Amount:2.2201599104E8

Supplier:Ростелеком
Amount:8.393919905E7

Supplier:РСВО
Amount:1.940844753E7

Supplier:прочие
Amount:3.8945930641E8

Supplier:управляющие компании
Amount:6

",919120941
380,Юго-Западный административный округ,Октябрь,2018,2,"Supplier:ОАО «МОЭК»
Amount:7.7440457249E8

Supplier:Газпром межрегионгаз Москва
Amount:2

Supplier:Мосводоканал
Amount:2

Supplier:Ростелеком
Amount:7.735649519E7

Supplier:РСВО
Amount:1.750367997E7

Supplier:прочие
Amount:3.4990911887E8

Supplier:управляющие компании
Amount:5.8183896595E8

",919120943
381,Западный административный округ,Октябрь,2018,1.6628315304E9,"Supplier:ОАО «МОЭК»
Amount:5.8956161205E8

Supplier:Газпром межрегионгаз Москва
Amount:2.285774852E7

Supplier:Мосводоканал
Amount:1.7332522326E8

Supplier:Ростелеком
Amount:6.138891721E7

Supplier:РСВО
Amount:1.440594615E7

Supplier:прочие
Amount:3.1894191335E8

Supplier:управляющие компании
Amount:4.8235014286E8

",919120946
382,Северо-Западный административный округ,Октябрь,2018,1.1971529525E9,"Supplier:ОАО «МОЭК»
Amount:4.3791350743E8

Supplier:Газпром межрегионгаз Москва
Amount:1.599941088E7

Supplier:Мосводоканал
Amount:1.2652293315E8

Supplier:Ростелеком
Amount:4.521240629E7

Supplier:РСВО
Amount:1.111820957E7

Supplier:прочие
Amount:2

Supplier:управляющие компании
Amount:3.5591743078E8

",919120948
383,Зеленоградский административный округ,Октябрь,2018,384574488,"Supplier:Газпром межрегионгаз Москва
Amount:168040

Supplier:Мосводоканал
Amount:4.227730787E7

Supplier:Ростелеком
Amount:1.58035008E7

Supplier:РСВО
Amount:3551823.95

Supplier:прочие
Amount:6.325603084E7

Supplier:управляющие компании
Amount:1.1279888565E8

Supplier:ОАО «МОЭК»
Amount:1.4332697361E8

",919121265
384,Новомосковский административный округ,Октябрь,2018,2.1809385281E8,"Supplier:Мосводоканал
Amount:1.517309098E7

Supplier:ОАО «МОЭК»
Amount:3.585602947E7

Supplier:прочие
Amount:1.4007138029E8

Supplier:управляющие компании
Amount:2.699335207E7

",919121441
385,Троицкий административный округ,Октябрь,2018,7.557669279E7,"Supplier:ОАО «МОЭК»
Amount:1.768075625E7

Supplier:Мосводоканал
Amount:8137792.65

Supplier:управляющие компании
Amount:1.441484489E7

Supplier:прочие
Amount:3.534329902E7

",919121563
386,Центральный административный округ,Сентябрь,2018,1.2218254529E9,"Supplier:ОАО «МОЭК»
Amount:4.1166362705E8

Supplier:Ростелеком
Amount:3.371760717E7

Supplier:Мосводоканал
Amount:1.189899204E8

Supplier:Газпром межрегионгаз Москва
Amount:2.222119646E7

Supplier:РСВО
Amount:9926244.51

Supplier:прочие
Amount:2.1762606648E8

Supplier:управляющие компании
Amount:4

",919122314
387,Северный административный округ,Сентябрь,2018,1.59604802401E9,"Supplier:ОАО «МОЭК»
Amount:5.8502084756E8

Supplier:Газпром межрегионгаз Москва
Amount:2.924430621E7

Supplier:Мосводоканал
Amount:1.6909202024E8

Supplier:Ростелеком
Amount:5.919360471E7

Supplier:РСВО
Amount:1.536311968E7

Supplier:прочие
Amount:3

Supplier:управляющие компании
Amount:4.3416779007E8

",919122473
388,Северо-Восточный административный округ,Сентябрь,2018,1.83861043711E9,"Supplier:ОАО «МОЭК»
Amount:6.6920600725E8

Supplier:Газпром межрегионгаз Москва
Amount:2

Supplier:Мосводоканал
Amount:1.9083340823E8

Supplier:Ростелеком
Amount:6.52303308E7

Supplier:РСВО
Amount:1.716105999E7

Supplier:прочие
Amount:3.3525962282E8

Supplier:управляющие компании
Amount:5.4000206112E8

",919122615
389,Восточный административный округ,Сентябрь,2018,2,"Supplier:ОАО «МОЭК»
Amount:7.1279684259E8

Supplier:Газпром межрегионгаз Москва
Amount:4.175156145E7

Supplier:Мосэнергосбыт
Amount:2.488557209E7

Supplier:Мосводоканал
Amount:2.1114002641E8

Supplier:Ростелеком
Amount:8

Supplier:РСВО
Amount:1.670950012E7

Supplier:прочие
Amount:3.1111747625E8

Supplier:управляющие компании
Amount:6.2095396589E8

",919122805
390,Юго-Восточный административный округ,Сентябрь,2018,1.9133922169E9,"Supplier:ОАО «МОЭК»
Amount:6

Supplier:Мосэнергосбыт
Amount:3.449647696E7

Supplier:Газпром межрегионгаз Москва
Amount:2.630278669E7

Supplier:Мосводоканал
Amount:1.6863045313E8

Supplier:Ростелеком
Amount:3554991.75

Supplier:РСВО
Amount:1.503919567E7

Supplier:прочие
Amount:3.9578476883E8

Supplier:управляющие компании
Amount:6.6891385166E8

",919122973
391,Южный административный округ,Сентябрь,2018,2.12393379983E9,"Supplier:ОАО «МОЭК»
Amount:7.9301532793E8

Supplier:Газпром межрегионгаз Москва
Amount:2.994359698E7

Supplier:Мосводоканал
Amount:2.1196136543E8

Supplier:Ростелеком
Amount:8.408765736E7

Supplier:РСВО
Amount:1.954287231E7

Supplier:прочие
Amount:3.8278261074E8

Supplier:управляющие компании
Amount:6

",919122975
392,Юго-Западный административный округ,Сентябрь,2018,1.98750598374E9,"Supplier:ОАО «МОЭК»
Amount:7.478084725E8

Supplier:Газпром межрегионгаз Москва
Amount:2

Supplier:Мосводоканал
Amount:1.9731954459E8

Supplier:Ростелеком
Amount:7.541545898E7

Supplier:РСВО
Amount:1.748442485E7

Supplier:прочие
Amount:3.5061422294E8

Supplier:управляющие компании
Amount:5.7884943405E8

",919122977
393,Западный административный округ,Сентябрь,2018,1.6204647906E9,"Supplier:ОАО «МОЭК»
Amount:5.6438405994E8

Supplier:Газпром межрегионгаз Москва
Amount:2.283665288E7

Supplier:Мосводоканал
Amount:1.6573964143E8

Supplier:Ростелеком
Amount:6.159494588E7

Supplier:РСВО
Amount:1.443707145E7

Supplier:прочие
Amount:3.1195252236E8

Supplier:управляющие компании
Amount:4.7952021866E8

",919122981
394,Северо-Западный административный округ,Сентябрь,2018,1.17107881772E9,"Supplier:ОАО «МОЭК»
Amount:4.2230038418E8

Supplier:Газпром межрегионгаз Москва
Amount:1.595957458E7

Supplier:Мосводоканал
Amount:1.2127106909E8

Supplier:Ростелеком
Amount:4.501732845E7

Supplier:РСВО
Amount:1.116630893E7

Supplier:прочие
Amount:2

Supplier:управляющие компании
Amount:3.5300269378E8

",919122986
395,Зеленоградский административный округ,Сентябрь,2018,3.7760839587E8,"Supplier:Газпром межрегионгаз Москва
Amount:167201

Supplier:Мосводоканал
Amount:4

Supplier:Ростелеком
Amount:1.581627038E7

Supplier:РСВО
Amount:3573359.91

Supplier:прочие
Amount:6.678053984E7

Supplier:управляющие компании
Amount:1.1273809693E8

",919122987
